speech_id,person_id,surname
2924655,3473,young
2924656,3473,young
2924657,99,portman
2924658,3473,young
2924659,99,portman
2924660,3473,young
2924661,99,portman
2924662,3473,young
2924663,99,portman
2924664,3473,young
2924665,3473,young
2924666,3473,young
2924667,99,portman
2924668,99,portman
2924669,3473,young
2924670,3473,young
2924671,99,portman
2924672,3473,young
2924673,99,portman
2924674,34563,brandt
2924675,34560,walsh
2924676,34561,kotz
2924677,99,portman
2924678,34561,kotz
2924679,99,portman
2924680,34561,kotz
2924681,34562,metz
2924682,99,portman
2924683,34562,metz
2924684,99,portman
2924685,24982,johnson
2924686,2367,baldwin
2924687,24982,johnson
2924688,31606,gibson
2924689,34564,missal
2924690,24982,johnson
2924691,31606,gibson
2924692,24982,johnson
2924693,34564,missal
2924694,24982,johnson
2924695,31606,gibson
2924696,24982,johnson
2924697,31606,gibson
2924698,24982,johnson
2924699,31606,gibson
2924700,24982,johnson
2924701,31606,gibson
2924702,24982,johnson
2924703,31606,gibson
2924704,24982,johnson
2924705,31606,gibson
2924706,24982,johnson
2924707,24982,johnson
2924708,24982,johnson
2924709,24982,johnson
2924710,24982,johnson
2924711,24982,johnson
2924712,24982,johnson
2924713,24982,johnson
2924714,2367,baldwin
2924715,2367,baldwin
2924716,2367,baldwin
2924717,34564,missal
2924718,2367,baldwin
2924719,34564,missal
2924720,24982,johnson
2924721,24982,johnson
2924722,34564,missal
2924723,31606,gibson
2924724,31606,gibson
2924725,24982,johnson
2924726,31606,gibson
2924727,31606,gibson
2924728,31606,gibson
2924729,31606,gibson
2924730,31606,gibson
2924731,31606,gibson
2924732,24982,johnson
2924733,2367,baldwin
2924734,24982,johnson
2924735,31606,gibson
2924736,24982,johnson
2924737,31606,gibson
2924738,24982,johnson
2924739,31606,gibson
2924740,24982,johnson
2924741,24982,johnson
2924742,24982,johnson
2924743,24982,johnson
2924744,2367,baldwin
2924745,31606,gibson
2924746,2367,baldwin
2924747,24982,johnson
2924748,34564,missal
2924749,24982,johnson
2924750,2367,baldwin
2924751,31606,gibson
2924752,2367,baldwin
2924753,31606,gibson
2924754,34564,missal
2924755,2367,baldwin
2924756,34564,missal
2924757,31606,gibson
2924758,24982,johnson
2924759,31606,gibson
2924760,24982,johnson
2924761,31606,gibson
2924762,31606,gibson
2924763,31606,gibson
2924764,31606,gibson
2924765,31606,gibson
2924766,31606,gibson
2924767,31606,gibson
2924768,31606,gibson
2924769,31606,gibson
2924770,31606,gibson
2924771,31606,gibson
2924772,31606,gibson
2924773,24982,johnson
2924774,31606,gibson
2924775,31606,gibson
2924776,31606,gibson
2924777,31606,gibson
2924778,31606,gibson
2924779,24982,johnson
2924780,24982,johnson
2924781,24982,johnson
2924782,24982,johnson
2924783,24982,johnson
2924784,34565,breuer
2924785,24982,johnson
2924786,34566,vebber
2924787,24982,johnson
2924788,34567,holte
2924789,24982,johnson
2924790,34568,schienebeck
2924791,34569,ramme
2924792,24982,johnson
2924793,34570,meyer
2924794,24982,johnson
2924795,34570,meyer
2924796,24982,johnson
2924797,34570,meyer
2924798,24982,johnson
2924799,34570,meyer
2924800,24982,johnson
2924801,34570,meyer
2924802,24982,johnson
2924803,34570,meyer
2924804,24982,johnson
2924805,34565,breuer
2924806,24982,johnson
2924807,34565,breuer
2924808,24982,johnson
2924809,34565,breuer
2924810,24982,johnson
2924811,34565,breuer
2924812,24982,johnson
2924813,34566,vebber
2924814,24982,johnson
2924815,34566,vebber
2924816,24982,johnson
2924817,34566,vebber
2924818,24982,johnson
2924819,34570,meyer
2924820,24982,johnson
2924821,34570,meyer
2924822,24982,johnson
2924823,34570,meyer
2924824,24982,johnson
2924825,34570,meyer
2924826,24982,johnson
2924827,34570,meyer
2924828,24982,johnson
2924829,34567,holte
2924830,24982,johnson
2924831,34567,holte
2924832,24982,johnson
2924833,34567,holte
2924834,24982,johnson
2924835,34570,meyer
2924836,34567,holte
2924837,24982,johnson
2924838,34567,holte
2924839,24982,johnson
2924840,34567,holte
2924841,24982,johnson
2924842,34567,holte
2924843,24982,johnson
2924844,34567,holte
2924845,24982,johnson
2924846,34568,schienebeck
2924847,24982,johnson
2924848,34568,schienebeck
2924849,24982,johnson
2924850,34570,meyer
2924851,24982,johnson
2924852,34568,schienebeck
2924853,24982,johnson
2924854,34570,meyer
2924855,24982,johnson
2924856,34570,meyer
2924857,34568,schienebeck
2924858,24982,johnson
2924859,34568,schienebeck
2924860,24982,johnson
2924861,34568,schienebeck
2924862,24982,johnson
2924863,34568,schienebeck
2924864,24982,johnson
2924865,34568,schienebeck
2924866,24982,johnson
2924867,34568,schienebeck
2924868,24982,johnson
2924869,34568,schienebeck
2924870,24982,johnson
2924871,34568,schienebeck
2924872,24982,johnson
2924873,34568,schienebeck
2924874,24982,johnson
2924875,34568,schienebeck
2924876,24982,johnson
2924877,34568,schienebeck
2924878,24982,johnson
2924879,34568,schienebeck
2924880,34570,meyer
2924881,24982,johnson
2924882,34570,meyer
2924883,24982,johnson
2924884,34570,meyer
2924885,24982,johnson
2924886,34570,meyer
2924887,24982,johnson
2924888,34570,meyer
2924889,24982,johnson
2924890,34570,meyer
2924891,24982,johnson
2924892,34570,meyer
2924893,24982,johnson
2924894,34570,meyer
2924895,24982,johnson
2924896,34569,ramme
2924897,24982,johnson
2924898,34569,ramme
2924899,24982,johnson
2924900,34565,breuer
2924901,24982,johnson
2924902,34569,ramme
2924903,24982,johnson
2924904,34569,ramme
2924905,24982,johnson
2924906,34569,ramme
2924907,24982,johnson
2924908,34565,breuer
2924909,24982,johnson
2924910,34565,breuer
2924911,24982,johnson
2924912,34565,breuer
2924913,24982,johnson
2924914,34565,breuer
2924915,24982,johnson
2924916,34565,breuer
2924917,24982,johnson
2924918,34569,ramme
2924919,24982,johnson
2924920,34569,ramme
2924921,24982,johnson
2924922,34569,ramme
2924923,24982,johnson
2924924,34569,ramme
2924925,24982,johnson
2924926,34569,ramme
2924927,24982,johnson
2924928,34570,meyer
2924929,24982,johnson
2924930,34565,breuer
2924931,24982,johnson
2924932,34566,vebber
2924933,24982,johnson
2924934,34567,holte
2924935,24982,johnson
2924936,34568,schienebeck
2924937,24982,johnson
2924938,34568,schienebeck
2924939,24982,johnson
2924940,34569,ramme
2924941,24982,johnson
2924942,34570,meyer
2924943,24982,johnson
2924944,25821,lankford
2924945,31457,thompson
2924946,23582,goldenkoff
2924947,33141,cha
2924948,25821,lankford
2924949,31457,thompson
2924950,25821,lankford
2924951,23582,goldenkoff
2924952,25821,lankford
2924953,33141,cha
2924954,25821,lankford
2924955,2976,carper
2924956,25821,lankford
2924957,2976,carper
2924958,25821,lankford
2924959,31457,thompson
2924960,25821,lankford
2924961,31457,thompson
2924962,25821,lankford
2924963,31457,thompson
2924964,25821,lankford
2924965,23582,goldenkoff
2924966,25821,lankford
2924967,23582,goldenkoff
2924968,25821,lankford
2924969,23582,goldenkoff
2924970,25821,lankford
2924971,33141,cha
2924972,25821,lankford
2924973,23582,goldenkoff
2924974,25821,lankford
2924975,23582,goldenkoff
2924976,25821,lankford
2924977,31457,thompson
2924978,25821,lankford
2924979,31457,thompson
2924980,25821,lankford
2924981,2976,carper
2924982,25821,lankford
2924983,2976,carper
2924984,25821,lankford
2924985,27063,ayotte
2924986,31457,thompson
2924987,27063,ayotte
2924988,31457,thompson
2924989,27063,ayotte
2924990,31457,thompson
2924991,27063,ayotte
2924992,31457,thompson
2924993,27063,ayotte
2924994,31457,thompson
2924995,27063,ayotte
2924996,31457,thompson
2924997,27063,ayotte
2924998,31457,thompson
2924999,27063,ayotte
2925000,33141,cha
2925001,27063,ayotte
2925002,33141,cha
2925003,27063,ayotte
2925004,33141,cha
2925005,27063,ayotte
2925006,31457,thompson
2925007,27063,ayotte
2925008,25821,lankford
2925009,20893,peters
2925010,31457,thompson
2925011,20893,peters
2925012,31457,thompson
2925013,20893,peters
2925014,31457,thompson
2925015,20893,peters
2925016,31457,thompson
2925017,20893,peters
2925018,31457,thompson
2925019,20893,peters
2925020,31457,thompson
2925021,20893,peters
2925022,31457,thompson
2925023,20893,peters
2925024,31457,thompson
2925025,20893,peters
2925026,31457,thompson
2925027,20893,peters
2925028,31457,thompson
2925029,20893,peters
2925030,31457,thompson
2925031,20893,peters
2925032,25821,lankford
2925033,31457,thompson
2925034,25821,lankford
2925035,31457,thompson
2925036,25821,lankford
2925037,2976,carper
2925038,31457,thompson
2925039,2976,carper
2925040,31457,thompson
2925041,2976,carper
2925042,31457,thompson
2925043,2976,carper
2925044,31457,thompson
2925045,2976,carper
2925046,31457,thompson
2925047,2976,carper
2925048,31457,thompson
2925049,2976,carper
2925050,31457,thompson
2925051,2976,carper
2925052,31457,thompson
2925053,2976,carper
2925054,25821,lankford
2925055,31457,thompson
2925056,25821,lankford
2925057,31457,thompson
2925058,25821,lankford
2925059,33141,cha
2925060,25821,lankford
2925061,33141,cha
2925062,25821,lankford
2925063,33141,cha
2925064,25821,lankford
2925065,31457,thompson
2925066,25821,lankford
2925067,31457,thompson
2925068,25821,lankford
2925069,31457,thompson
2925070,25821,lankford
2925071,31457,thompson
2925072,25821,lankford
2925073,31457,thompson
2925074,25821,lankford
2925075,31457,thompson
2925076,25821,lankford
2925077,31457,thompson
2925078,25821,lankford
2925079,2976,carper
2925080,31457,thompson
2925081,2976,carper
2925082,31457,thompson
2925083,2976,carper
2925084,31457,thompson
2925085,2976,carper
2925086,33141,cha
2925087,2976,carper
2925088,33141,cha
2925089,2976,carper
2925090,31457,thompson
2925091,2976,carper
2925092,33141,cha
2925093,2976,carper
2925094,31457,thompson
2925095,2976,carper
2925096,31457,thompson
2925097,2976,carper
2925098,25821,lankford
2925099,2976,carper
2925100,23582,goldenkoff
2925101,2976,carper
2925102,33141,cha
2925103,2976,carper
2925104,33141,cha
2925105,2976,carper
2925106,33141,cha
2925107,2976,carper
2925108,23582,goldenkoff
2925109,2976,carper
2925110,31457,thompson
2925111,2976,carper
2925112,31457,thompson
2925113,2976,carper
2925114,25821,lankford
2925115,2976,carper
2925116,31457,thompson
2925117,2976,carper
2925118,31457,thompson
2925119,2976,carper
2925120,25821,lankford
2925121,31457,thompson
2925122,25821,lankford
2925123,31457,thompson
2925124,25821,lankford
2925125,31457,thompson
2925126,25821,lankford
2925127,31457,thompson
2925128,25821,lankford
2925129,23582,goldenkoff
2925130,25821,lankford
2925131,23582,goldenkoff
2925132,23582,goldenkoff
2925133,25821,lankford
2925134,2976,carper
2925135,31457,thompson
2925136,2976,carper
2925137,31457,thompson
2925138,2976,carper
2925139,25821,lankford
2925140,2976,carper
2925141,25821,lankford
2925142,2976,carper
2925143,25821,lankford
2925144,2976,carper
2925145,25821,lankford
2925146,2976,carper
2925147,25821,lankford
2925148,2976,carper
2925149,25821,lankford
2925150,24982,johnson
2925151,34571,shorter
2925152,24982,johnson
2925153,34572,lopez
2925154,24982,johnson
2925155,34574,witte
2925156,24982,johnson
2925157,34575,komer
2925158,24982,johnson
2925159,34576,tyson
2925160,24982,johnson
2925161,34571,shorter
2925162,24982,johnson
2925163,34571,shorter
2925164,24982,johnson
2925165,34571,shorter
2925166,34571,shorter
2925167,24982,johnson
2925168,34571,shorter
2925169,24982,johnson
2925170,34571,shorter
2925171,24982,johnson
2925172,34571,shorter
2925173,24982,johnson
2925174,34571,shorter
2925175,24982,johnson
2925176,34572,lopez
2925177,24982,johnson
2925178,34572,lopez
2925179,24982,johnson
2925180,34572,lopez
2925181,24982,johnson
2925182,34572,lopez
2925183,24982,johnson
2925184,24982,johnson
2925185,24982,johnson
2925186,34574,witte
2925187,24982,johnson
2925188,34574,witte
2925189,24982,johnson
2925190,34574,witte
2925191,24982,johnson
2925192,34574,witte
2925193,24982,johnson
2925194,34574,witte
2925195,24982,johnson
2925196,34574,witte
2925197,24982,johnson
2925198,34574,witte
2925199,24982,johnson
2925200,34574,witte
2925201,24982,johnson
2925202,34575,komer
2925203,24982,johnson
2925204,24982,johnson
2925205,34575,komer
2925206,24982,johnson
2925207,34574,witte
2925208,24982,johnson
2925209,34574,witte
2925210,24982,johnson
2925211,34576,tyson
2925212,24982,johnson
2925213,34576,tyson
2925214,24982,johnson
2925215,34574,witte
2925216,34574,witte
2925217,24982,johnson
2925218,24982,johnson
2925219,24982,johnson
2925220,24982,johnson
2925221,34576,tyson
2925222,24982,johnson
2925223,34576,tyson
2925224,24982,johnson
2925225,34574,witte
2925226,24982,johnson
2925227,34576,tyson
2925228,24982,johnson
2925229,34576,tyson
2925230,24982,johnson
2925231,34576,tyson
2925232,24982,johnson
2925233,34576,tyson
2925234,24982,johnson
2925235,24982,johnson
2925236,24982,johnson
2925237,24982,johnson
2925238,24982,johnson
2925239,24982,johnson
2925240,24982,johnson
2925241,34574,witte
2925242,24982,johnson
2925243,24982,johnson
2925244,24982,johnson
2925245,24982,johnson
2925246,24982,johnson
2925247,24982,johnson
2925248,24982,johnson
2925249,24982,johnson
2925250,24982,johnson
2925251,24982,johnson
2925252,2976,carper
2925253,24982,johnson
2925254,34577,rivers
2925255,9936,o'carroll
2925256,33079,mader
2925257,31299,davis
2925258,24982,johnson
2925259,34577,rivers
2925260,24982,johnson
2925261,34577,rivers
2925262,24982,johnson
2925263,34577,rivers
2925264,24982,johnson
2925265,34577,rivers
2925266,24982,johnson
2925267,34577,rivers
2925268,24982,johnson
2925269,34577,rivers
2925270,24982,johnson
2925271,2976,carper
2925272,34577,rivers
2925273,2976,carper
2925274,34577,rivers
2925275,2976,carper
2925276,34577,rivers
2925277,2976,carper
2925278,34577,rivers
2925279,2976,carper
2925280,24982,johnson
2925281,25821,lankford
2925282,34577,rivers
2925283,25821,lankford
2925284,24982,johnson
2925285,20893,peters
2925286,34577,rivers
2925287,20893,peters
2925288,34577,rivers
2925289,20893,peters
2925290,34577,rivers
2925291,20893,peters
2925292,34577,rivers
2925293,20893,peters
2925294,34577,rivers
2925295,20893,peters
2925296,24982,johnson
2925297,34577,rivers
2925298,24982,johnson
2925299,24982,johnson
2925300,9936,o'carroll
2925301,24982,johnson
2925302,33079,mader
2925303,24982,johnson
2925304,31299,davis
2925305,2976,carper
2925306,31299,davis
2925307,24982,johnson
2925308,24982,johnson
2925309,24982,johnson
2925310,24982,johnson
2925311,24982,johnson
2925312,24982,johnson
2925313,24982,johnson
2925314,9936,o'carroll
2925315,24982,johnson
2925316,24982,johnson
2925317,9936,o'carroll
2925318,24982,johnson
2925319,9936,o'carroll
2925320,24982,johnson
2925321,9936,o'carroll
2925322,24982,johnson
2925323,9936,o'carroll
2925324,24982,johnson
2925325,9936,o'carroll
2925326,24982,johnson
2925327,24982,johnson
2925328,2976,carper
2925329,2976,carper
2925330,33079,mader
2925331,2976,carper
2925332,33079,mader
2925333,2976,carper
2925334,33079,mader
2925335,2976,carper
2925336,33079,mader
2925337,2976,carper
2925338,2976,carper
2925339,24982,johnson
2925340,25821,lankford
2925341,33079,mader
2925342,25821,lankford
2925343,33079,mader
2925344,25821,lankford
2925345,25821,lankford
2925346,25821,lankford
2925347,25821,lankford
2925348,25821,lankford
2925349,25821,lankford
2925350,25821,lankford
2925351,25821,lankford
2925352,25821,lankford
2925353,25821,lankford
2925354,25821,lankford
2925355,25821,lankford
2925356,25821,lankford
2925357,25821,lankford
2925358,9936,o'carroll
2925359,25821,lankford
2925360,9936,o'carroll
2925361,25821,lankford
2925362,9936,o'carroll
2925363,25821,lankford
2925364,9936,o'carroll
2925365,25821,lankford
2925366,24982,johnson
2925367,20893,peters
2925368,20893,peters
2925369,20893,peters
2925370,20893,peters
2925371,20893,peters
2925372,20893,peters
2925373,20893,peters
2925374,20893,peters
2925375,9936,o'carroll
2925376,20893,peters
2925377,9936,o'carroll
2925378,9936,o'carroll
2925379,20893,peters
2925380,9936,o'carroll
2925381,20893,peters
2925382,9936,o'carroll
2925383,20893,peters
2925384,24982,johnson
2925385,18403,mccaskill
2925386,18403,mccaskill
2925387,18403,mccaskill
2925388,18403,mccaskill
2925389,18403,mccaskill
2925390,18403,mccaskill
2925391,18403,mccaskill
2925392,18403,mccaskill
2925393,18403,mccaskill
2925394,18403,mccaskill
2925395,18403,mccaskill
2925396,18403,mccaskill
2925397,18403,mccaskill
2925398,18403,mccaskill
2925399,18403,mccaskill
2925400,18403,mccaskill
2925401,18403,mccaskill
2925402,24982,johnson
2925403,27063,ayotte
2925404,27063,ayotte
2925405,27063,ayotte
2925406,27063,ayotte
2925407,9936,o'carroll
2925408,27063,ayotte
2925409,27063,ayotte
2925410,9936,o'carroll
2925411,27063,ayotte
2925412,9936,o'carroll
2925413,27063,ayotte
2925414,24982,johnson
2925415,34058,ernst
2925416,24982,johnson
2925417,34058,ernst
2925418,9936,o'carroll
2925419,34058,ernst
2925420,9936,o'carroll
2925421,34058,ernst
2925422,34058,ernst
2925423,34058,ernst
2925424,34058,ernst
2925425,34058,ernst
2925426,2976,carper
2925427,33079,mader
2925428,2976,carper
2925429,2976,carper
2925430,9936,o'carroll
2925431,2976,carper
2925432,9936,o'carroll
2925433,2976,carper
2925434,2976,carper
2925435,2976,carper
2925436,31299,davis
2925437,2976,carper
2925438,9936,o'carroll
2925439,24982,johnson
2925440,24982,johnson
2925441,24982,johnson
2925442,24982,johnson
2925443,24982,johnson
2925444,24982,johnson
2925445,24982,johnson
2925446,24982,johnson
2925447,31299,davis
2925448,24982,johnson
2925449,31299,davis
2925450,24982,johnson
2925451,24982,johnson
2925452,24982,johnson
2925453,9936,o'carroll
2925454,24982,johnson
2925455,33079,mader
2925456,24982,johnson
2925457,31299,davis
2925458,24982,johnson
2925459,9494,johnson
2925460,9494,johnson
2925461,9494,johnson
2925462,21398,fisher
2925463,29190,wagner
2925464,34594,spero
2925465,34595,rodriguez
2925466,34596,hartunian
2925467,9494,johnson
2925468,21398,fisher
2925469,9494,johnson
2925470,34594,spero
2925471,9494,johnson
2925472,29190,wagner
2925473,9494,johnson
2925474,29190,wagner
2925475,9494,johnson
2925476,29190,wagner
2925477,9494,johnson
2925478,34595,rodriguez
2925479,9494,johnson
2925480,34596,hartunian
2925481,9494,johnson
2925482,21398,fisher
2925483,9494,johnson
2925484,21398,fisher
2925485,9494,johnson
2925486,21398,fisher
2925487,9494,johnson
2925488,21398,fisher
2925489,9494,johnson
2925490,34594,spero
2925491,9494,johnson
2925492,21398,fisher
2925493,9494,johnson
2925494,21398,fisher
2925495,9494,johnson
2925496,21398,fisher
2925497,21398,fisher
2925498,21398,fisher
2925499,21398,fisher
2925500,21398,fisher
2925501,34596,hartunian
2925502,34596,hartunian
2925503,9494,johnson
2925504,9494,johnson
2925505,9494,johnson
2925506,34596,hartunian
2925507,34596,hartunian
2925508,21398,fisher
2925509,29190,wagner
2925510,29190,wagner
2925511,29190,wagner
2925512,34594,spero
2925513,9494,johnson
2925514,21398,fisher
2925515,21398,fisher
2925516,29190,wagner
2925517,29190,wagner
2925518,29190,wagner
2925519,21398,fisher
2925520,9494,johnson
2925521,29190,wagner
2925522,29190,wagner
2925523,9494,johnson
2925524,21398,fisher
2925525,21398,fisher
2925526,21398,fisher
2925527,21398,fisher
2925528,21398,fisher
2925529,21398,fisher
2925530,21398,fisher
2925531,29190,wagner
2925532,29190,wagner
2925533,29190,wagner
2925534,29190,wagner
2925535,29190,wagner
2925536,29190,wagner
2925537,21398,fisher
2925538,21398,fisher
2925539,21398,fisher
2925540,21398,fisher
2925541,21398,fisher
2925542,21398,fisher
2925543,21398,fisher
2925544,21398,fisher
2925545,21398,fisher
2925546,21398,fisher
2925547,21398,fisher
2925548,9494,johnson
2925549,21398,fisher
2925550,29190,wagner
2925551,34594,spero
2925552,34594,spero
2925553,34595,rodriguez
2925554,34595,rodriguez
2925555,34596,hartunian
2925556,29190,wagner
2925557,29190,wagner
2925558,29190,wagner
2925559,29190,wagner
2925560,29190,wagner
2925561,29190,wagner
2925562,29190,wagner
2925563,29190,wagner
2925564,29190,wagner
2925565,29190,wagner
2925566,21398,fisher
2925567,9494,johnson
2925568,21398,fisher
2925569,21398,fisher
2925570,9494,johnson
2925571,34594,spero
2925572,9494,johnson
2925573,21398,fisher
2925574,9494,johnson
2925575,21398,fisher
2925576,9494,johnson
2925577,21398,fisher
2925578,9494,johnson
2925579,21398,fisher
2925580,9494,johnson
2925581,29190,wagner
2925582,9494,johnson
2925583,34594,spero
2925584,9494,johnson
2925585,34595,rodriguez
2925586,9494,johnson
2925587,34596,hartunian
2925588,9494,johnson
2925589,34596,hartunian
2925590,9494,johnson
2925591,34594,spero
2925592,34594,spero
2925593,34594,spero
2925594,21398,fisher
2925595,34596,hartunian
2925596,34596,hartunian
2925597,34595,rodriguez
2925598,34595,rodriguez
2925599,34595,rodriguez
2925600,34594,spero
2925601,29190,wagner
2925602,21398,fisher
2925603,34594,spero
2925604,34594,spero
2925605,34594,spero
2925606,29190,wagner
2925607,29190,wagner
2925608,29190,wagner
2925609,29190,wagner
2925610,29190,wagner
2925611,29190,wagner
2925612,9494,johnson
2925613,9494,johnson
2925614,9494,johnson
2925615,21405,borkowski
2925616,29614,vitiello
2925617,34598,duong
2925618,24425,gambler
2925619,34599,garcia
2925620,9494,johnson
2925621,9494,johnson
2925622,21405,borkowski
2925623,9494,johnson
2925624,29614,vitiello
2925625,9494,johnson
2925626,34598,duong
2925627,9494,johnson
2925628,24425,gambler
2925629,9494,johnson
2925630,34599,garcia
2925631,9494,johnson
2925632,24425,gambler
2925633,24425,gambler
2925634,24425,gambler
2925635,9494,johnson
2925636,9494,johnson
2925637,29614,vitiello
2925638,9494,johnson
2925639,29614,vitiello
2925640,9494,johnson
2925641,29614,vitiello
2925642,9494,johnson
2925643,29614,vitiello
2925644,9494,johnson
2925645,24425,gambler
2925646,9494,johnson
2925647,29614,vitiello
2925648,29614,vitiello
2925649,29614,vitiello
2925650,29614,vitiello
2925651,29614,vitiello
2925652,29614,vitiello
2925653,29614,vitiello
2925654,29614,vitiello
2925655,29614,vitiello
2925656,29614,vitiello
2925657,29614,vitiello
2925658,29614,vitiello
2925659,29614,vitiello
2925660,29614,vitiello
2925661,9494,johnson
2925662,34599,garcia
2925663,21405,borkowski
2925664,29614,vitiello
2925665,29614,vitiello
2925666,9494,johnson
2925667,9494,johnson
2925668,29614,vitiello
2925669,9494,johnson
2925670,29614,vitiello
2925671,9494,johnson
2925672,29614,vitiello
2925673,9494,johnson
2925674,34599,garcia
2925675,9494,johnson
2925676,34599,garcia
2925677,9494,johnson
2925678,34599,garcia
2925679,9494,johnson
2925680,29614,vitiello
2925681,9494,johnson
2925682,29614,vitiello
2925683,29614,vitiello
2925684,34598,duong
2925685,34598,duong
2925686,34598,duong
2925687,34598,duong
2925688,34598,duong
2925689,34598,duong
2925690,34598,duong
2925691,24425,gambler
2925692,24425,gambler
2925693,34599,garcia
2925694,9494,johnson
2925695,29614,vitiello
2925696,21405,borkowski
2925697,21405,borkowski
2925698,21405,borkowski
2925699,29614,vitiello
2925700,29614,vitiello
2925701,21405,borkowski
2925702,21405,borkowski
2925703,21405,borkowski
2925704,29614,vitiello
2925705,29614,vitiello
2925706,29614,vitiello
2925707,9494,johnson
2925708,29614,vitiello
2925709,9494,johnson
2925710,29614,vitiello
2925711,9494,johnson
2925712,29614,vitiello
2925713,9494,johnson
2925714,9494,johnson
2925715,9494,johnson
2925716,29614,vitiello
2925717,9494,johnson
2925718,21405,borkowski
2925719,29614,vitiello
2925720,29614,vitiello
2925721,29614,vitiello
2925722,24425,gambler
2925723,34598,duong
2925724,9494,johnson
2925725,9494,johnson
2925726,29614,vitiello
2925727,9494,johnson
2925728,29614,vitiello
2925729,9494,johnson
2925730,29614,vitiello
2925731,9494,johnson
2925732,29614,vitiello
2925733,9494,johnson
2925734,29614,vitiello
2925735,9494,johnson
2925736,29614,vitiello
2925737,9494,johnson
2925738,29614,vitiello
2925739,9494,johnson
2925740,29614,vitiello
2925741,9494,johnson
2925742,29614,vitiello
2925743,9494,johnson
2925744,29614,vitiello
2925745,9494,johnson
2925746,29614,vitiello
2925747,9494,johnson
2925748,29614,vitiello
2925749,9494,johnson
2925750,29614,vitiello
2925751,9494,johnson
2925752,29614,vitiello
2925753,21405,borkowski
2925754,21405,borkowski
2925755,29614,vitiello
2925756,34599,garcia
2925757,24425,gambler
2925758,24425,gambler
2925759,34598,duong
2925760,29614,vitiello
2925761,21405,borkowski
2925762,9494,johnson
2925763,9494,johnson
2925764,9494,johnson
2925765,31430,osuna
2925766,6210,greenberg
2925767,34600,miller
2925768,34601,langlois
2925769,9494,johnson
2925770,31430,osuna
2925771,9494,johnson
2925772,31430,osuna
2925773,9494,johnson
2925774,6210,greenberg
2925775,9494,johnson
2925776,9494,johnson
2925777,34600,miller
2925778,9494,johnson
